"sample","fieldID","region","site","management","treatment","plot","day","lat","lon","sand_pct","soil_moisture","soil_temp","pH","soil_tot_C","soil_tot_N","abv_plant_biomass","plant_avail_N","fb_ratio","microbial_biomass","ITS_ID","X16S_ID","X16Sf","X16Sr","ITSf","ITSr","md5_16Sf","md5_16Sr","md5_ITSf","md5_ITSr","exp_alias_16S","run_alias_16S","exp_alias_ITS","run_alias_ITS","run_acc_16S","exp_acc_16S","run_acc_ITS","exp_acc_ITS","samp_acc","ext_id_acc","proj_acc"
"ScS3ExCp3d60","ScS3Ex","Sc",3,"Ex","C",3,60,56.7486465,-3.4025156,54.289666,57.1,12.7,4.58,6.12398133,0.51934824,NA,0.000950696288622626,0.0666762168714786,0.0416742774784116,"ResRisMcr-2-B-C-01-ScS3ExCp3d60-ITS-1","ResRisMcr-2-B-C-01-ScS3ExCp3d60-16S-1","ResRisMcr-2-B-C-01-ScS3ExCp3d60-16S-1_S121_L001_R1_001.fastq.gz","ResRisMcr-2-B-C-01-ScS3ExCp3d60-16S-1_S121_L001_R2_001.fastq.gz","ResRisMcr-2-B-C-01-ScS3ExCp3d60-ITS-1_S121_L001_R1_001.fastq.gz","ResRisMcr-2-B-C-01-ScS3ExCp3d60-ITS-1_S121_L001_R2_001.fastq.gz","81a25550e4e2c6b15937178e2228225f","240e843d0adfec99f08c9ac6002e82ca","8bffb80462b1d2902894382192a1ed45","6e67233bd24311b0f870a4fb36807973","ScS3ExCp3d60_16S_exp","ScS3ExCp3d60_16S_run","ScS3ExCp3d60_ITS_exp","ScS3ExCp3d60_ITS_run","ERR11532044","ERX10936610","ERR11532385","ERX10936951","ERS15578065","SAMEA113583156","PRJEB63076"
"ScS3ExDp1d0","ScS3Ex","Sc",3,"Ex","D",1,0,56.7486172,-3.402511,54.289666,8.1,19.6,5.71,8.98760982,0.721317,0.0944545454545455,0.00211401289358356,0.0510371783461319,0.0291725940241774,"ResRisMcr-4-D-D-11-ScS3ExDp1d0-ITS-1","ResRisMcr-4-D-D-11-ScS3ExDp1d0-16S-1","ResRisMcr-4-D-D-11-ScS3ExDp1d0-16S-1_S335_L001_R1_001.fastq.gz","ResRisMcr-4-D-D-11-ScS3ExDp1d0-16S-1_S335_L001_R2_001.fastq.gz","ResRisMcr-4-D-D-11-ScS3ExDp1d0-ITS-1_S335_L001_R1_001.fastq.gz","ResRisMcr-4-D-D-11-ScS3ExDp1d0-ITS-1_S335_L001_R2_001.fastq.gz","a5a8e8fa5d9c3407a97aec0babf273ef","8ea6ddc3f3c6eacf4c1f4cc18743fdf5","748ffd54fc69faf9672f39aaffc85f25","b07436439dec40f29019d70035a02edc","ScS3ExDp1d0_16S_exp","ScS3ExDp1d0_16S_run","ScS3ExDp1d0_ITS_exp","ScS3ExDp1d0_ITS_run","ERR11532045","ERX10936611","ERR11532386","ERX10936952","ERS15578066","SAMEA113583157","PRJEB63076"
"ScS3ExDp1d60","ScS3Ex","Sc",3,"Ex","D",1,60,56.7486172,-3.402511,54.289666,26.3,13.8,5.71,7.32136755,0.5770536,NA,0.00125265674846845,0.023617598493781,0.020305934702103,"ResRisMcr-1-A-H-01-ScS3ExDp1d60-ITS-1","ResRisMcr-1-A-H-01-ScS3ExDp1d60-16S-1","ResRisMcr-1-A-H-01-ScS3ExDp1d60-16S-1_S85_L001_R1_001.fastq.gz","ResRisMcr-1-A-H-01-ScS3ExDp1d60-16S-1_S85_L001_R2_001.fastq.gz","ResRisMcr-1-A-H-01-ScS3ExDp1d60-ITS-1_S85_L001_R1_001.fastq.gz","ResRisMcr-1-A-H-01-ScS3ExDp1d60-ITS-1_S85_L001_R2_001.fastq.gz","ccfbbb56911e7987b1bff7bf9831ee55","49e0cc812d50a103da4302eb4fc5b3b7","255fe6cf98932d6306e5a5dfc32e528f","33c1dcb87261e2d4d7a1d15d942a1f97","ScS3ExDp1d60_16S_exp","ScS3ExDp1d60_16S_run","ScS3ExDp1d60_ITS_exp","ScS3ExDp1d60_ITS_run","ERR11532046","ERX10936612","ERR11532387","ERX10936953","ERS15578067","SAMEA113583158","PRJEB63076"
"ScS3ExDp2d0","ScS3Ex","Sc",3,"Ex","D",2,0,56.7486443,-3.4024623,54.289666,9.9,19.9,4.52,4.27740981,0.34623216,0.0247272727272727,0.00245723647987262,0.0707037426360052,0.0350318816416071,"ResRisMcr-4-D-F-05-ScS3ExDp2d0-ITS-1","ResRisMcr-4-D-F-05-ScS3ExDp2d0-16S-1","ResRisMcr-4-D-F-05-ScS3ExDp2d0-16S-1_S353_L001_R1_001.fastq.gz","ResRisMcr-4-D-F-05-ScS3ExDp2d0-16S-1_S353_L001_R2_001.fastq.gz","ResRisMcr-4-D-F-05-ScS3ExDp2d0-ITS-1_S353_L001_R1_001.fastq.gz","ResRisMcr-4-D-F-05-ScS3ExDp2d0-ITS-1_S353_L001_R2_001.fastq.gz","49672496a1ccc761fec0b1e485e01824","3df3651791c75aaa13fab8d9a1e8114a","845d33127e3a8ffce93dc0df8056785d","ec6d76249b82d4aa1cbc639b2164b632","ScS3ExDp2d0_16S_exp","ScS3ExDp2d0_16S_run","ScS3ExDp2d0_ITS_exp","ScS3ExDp2d0_ITS_run","ERR11532047","ERX10936613","ERR11532388","ERX10936954","ERS15578068","SAMEA113583159","PRJEB63076"
"ScS3ExDp2d60","ScS3Ex","Sc",3,"Ex","D",2,60,56.7486443,-3.4024623,54.289666,30.3,12.9,4.52,7.5738285,0.6491853,NA,0.00235361758481552,0.0665379108119137,0.0386705798564661,"ResRisMcr-1-A-D-08-ScS3ExDp2d60-ITS-1","ResRisMcr-1-A-D-08-ScS3ExDp2d60-16S-1","ResRisMcr-1-A-D-08-ScS3ExDp2d60-16S-1_S44_L001_R1_001.fastq.gz","ResRisMcr-1-A-D-08-ScS3ExDp2d60-16S-1_S44_L001_R2_001.fastq.gz","ResRisMcr-1-A-D-08-ScS3ExDp2d60-ITS-1_S44_L001_R1_001.fastq.gz","ResRisMcr-1-A-D-08-ScS3ExDp2d60-ITS-1_S44_L001_R2_001.fastq.gz","52979efb75231ce38c52363f464f7bd7","ce9c208ee7db61a526e6c1fe0a8a3aad","fdf78dbc3ceed924182cf53fead397b4","633c0fa920be8c932ea290149e3d5543","ScS3ExDp2d60_16S_exp","ScS3ExDp2d60_16S_run","ScS3ExDp2d60_ITS_exp","ScS3ExDp2d60_ITS_run","ERR11532048","ERX10936614","ERR11532389","ERX10936955","ERS15578069","SAMEA113583160","PRJEB63076"
"ScS3ExDp3d0","ScS3Ex","Sc",3,"Ex","D",3,0,56.7486308,-3.4024867,54.289666,14.7,17.6,4.73,3.52002696,0.2885268,0.127636363636364,0.00202327042396941,0.0452167117935876,0.0309103324578003,"ResRisMcr-1-A-B-03-ScS3ExDp3d0-ITS-1","ResRisMcr-1-A-B-03-ScS3ExDp3d0-16S-1","ResRisMcr-1-A-B-03-ScS3ExDp3d0-16S-1_S15_L001_R1_001.fastq.gz","ResRisMcr-1-A-B-03-ScS3ExDp3d0-16S-1_S15_L001_R2_001.fastq.gz","ResRisMcr-1-A-B-03-ScS3ExDp3d0-ITS-1_S15_L001_R1_001.fastq.gz","ResRisMcr-1-A-B-03-ScS3ExDp3d0-ITS-1_S15_L001_R2_001.fastq.gz","59c87e9bcf796bab18670b02ef2dfdb2","afc0e0647728d375e8eeadb2c5c90064","750de31d03cb5b8fe0ed4e7417f820ad","c51ccf409afd5dc94c7ea4e2be7a5859","ScS3ExDp3d0_16S_exp","ScS3ExDp3d0_16S_run","ScS3ExDp3d0_ITS_exp","ScS3ExDp3d0_ITS_run","ERR11532049","ERX10936615","ERR11532390","ERX10936956","ERS15578070","SAMEA113583161","PRJEB63076"
"ScS3ExDp3d60","ScS3Ex","Sc",3,"Ex","D",3,60,56.7486308,-3.4024867,54.289666,40.2,13.4,4.73,9.17515224,0.77180919,NA,0.000265733281495231,0.0780616774885353,0.0308093532706838,"ResRisMcr-4-D-C-02-ScS3ExDp3d60-ITS-1","ResRisMcr-4-D-C-02-ScS3ExDp3d60-16S-1","ResRisMcr-4-D-C-02-ScS3ExDp3d60-16S-1_S314_L001_R1_001.fastq.gz","ResRisMcr-4-D-C-02-ScS3ExDp3d60-16S-1_S314_L001_R2_001.fastq.gz","ResRisMcr-4-D-C-02-ScS3ExDp3d60-ITS-1_S314_L001_R1_001.fastq.gz","ResRisMcr-4-D-C-02-ScS3ExDp3d60-ITS-1_S314_L001_R2_001.fastq.gz","663c2259d284e738f8751fba8eedde2c","d2582a6a5752f7ac9a8190ca73b62c9e","2195862cefbe39f26ab579389f82f88d","c849b753994f2afc2cdda9177170386f","ScS3ExDp3d60_16S_exp","ScS3ExDp3d60_16S_run","ScS3ExDp3d60_ITS_exp","ScS3ExDp3d60_ITS_run","ERR11532050","ERX10936616","ERR11532391","ERX10936957","ERS15578071","SAMEA113583162","PRJEB63076"
"ScS3InCp1d0","ScS3In","Sc",3,"In","C",1,0,56.7487017,-3.4023756,47.580019,59.1,15,6.55,3.793088293,0.279014447,0.267090909090909,0.00193664270432291,0.0411954791981268,0.0239692662539281,"ResRisMcr-4-D-D-08-ScS3InCp1d0-ITS-1","ResRisMcr-4-D-D-08-ScS3InCp1d0-16S-1","ResRisMcr-4-D-D-08-ScS3InCp1d0-16S-1_S332_L001_R1_001.fastq.gz","ResRisMcr-4-D-D-08-ScS3InCp1d0-16S-1_S332_L001_R2_001.fastq.gz","ResRisMcr-4-D-D-08-ScS3InCp1d0-ITS-1_S332_L001_R1_001.fastq.gz","ResRisMcr-4-D-D-08-ScS3InCp1d0-ITS-1_S332_L001_R2_001.fastq.gz","f509c0bdddc4465138ed5200d8e02723","5ca040667e3ecea22fa4338698c5105d","7f41732fdf0b77924f220808a1e77890","2ffa51bf2eebaae2865f9a6ff77f4f09","ScS3InCp1d0_16S_exp","ScS3InCp1d0_16S_run","ScS3InCp1d0_ITS_exp","ScS3InCp1d0_ITS_run","ERR11532051","ERX10936617","ERR11532392","ERX10936958","ERS15578072","SAMEA113583163","PRJEB63076"
"ScS3InCp1d60","ScS3In","Sc",3,"In","C",1,60,56.7487017,-3.4023756,47.580019,63.8,12.6,6.55,5.497338699,0.505242377,NA,0.00227123261771442,0.0467886984263271,0.00747962226439183,"ResRisMcr-4-D-C-04-ScS3InCp1d60-ITS-1","ResRisMcr-4-D-C-04-ScS3InCp1d60-16S-1","ResRisMcr-4-D-C-04-ScS3InCp1d60-16S-1_S316_L001_R1_001.fastq.gz","ResRisMcr-4-D-C-04-ScS3InCp1d60-16S-1_S316_L001_R2_001.fastq.gz","ResRisMcr-4-D-C-04-ScS3InCp1d60-ITS-1_S316_L001_R1_001.fastq.gz","ResRisMcr-4-D-C-04-ScS3InCp1d60-ITS-1_S316_L001_R2_001.fastq.gz","02eec05232296e6228d4bcb1dcd92fdf","9aeea7c8688406d40d238be6e0581296","1c7981a76978432adf29cdf799794f56","ee4cbdf58086fadfc46a28515c3fd72e","ScS3InCp1d60_16S_exp","ScS3InCp1d60_16S_run","ScS3InCp1d60_ITS_exp","ScS3InCp1d60_ITS_run","ERR11532052","ERX10936618","ERR11532393","ERX10936959","ERS15578073","SAMEA113583164","PRJEB63076"
"ScS3InCp2d0","ScS3In","Sc",3,"In","C",2,0,56.7487151,-3.4024002,47.580019,65.1,15.3,5.74,4.67537722,0.392128412,0.394363636363636,0.00251925327434409,0.0381768237663641,0.0173786337967809,"ResRisMcr-2-B-B-10-ScS3InCp2d0-ITS-1","ResRisMcr-2-B-B-10-ScS3InCp2d0-16S-1","ResRisMcr-2-B-B-10-ScS3InCp2d0-16S-1_S118_L001_R1_001.fastq.gz","ResRisMcr-2-B-B-10-ScS3InCp2d0-16S-1_S118_L001_R2_001.fastq.gz","ResRisMcr-2-B-B-10-ScS3InCp2d0-ITS-1_S118_L001_R1_001.fastq.gz","ResRisMcr-2-B-B-10-ScS3InCp2d0-ITS-1_S118_L001_R2_001.fastq.gz","46196fd172b5d852173f0d48808865fa","9e1d32baac54b134ed8cd4b484f60d51","801433c5f4e4357313e74863efd25eb4","663d77f3c6b4721cbd626648d7dfc047","ScS3InCp2d0_16S_exp","ScS3InCp2d0_16S_run","ScS3InCp2d0_ITS_exp","ScS3InCp2d0_ITS_run","ERR11532053","ERX10936619","ERR11532394","ERX10936960","ERS15578074","SAMEA113583165","PRJEB63076"
"ScS3InCp2d60","ScS3In","Sc",3,"In","C",2,60,56.7487151,-3.4024002,47.580019,67.9,12.2,5.74,5.738648491,0.482619584,NA,0.00220071466800781,0.0275529065787969,0.0172729447777781,"ResRisMcr-4-D-G-11-ScS3InCp2d60-ITS-1","ResRisMcr-4-D-G-11-ScS3InCp2d60-16S-1","ResRisMcr-4-D-G-11-ScS3InCp2d60-16S-1_S371_L001_R1_001.fastq.gz","ResRisMcr-4-D-G-11-ScS3InCp2d60-16S-1_S371_L001_R2_001.fastq.gz","ResRisMcr-4-D-G-11-ScS3InCp2d60-ITS-1_S371_L001_R1_001.fastq.gz","ResRisMcr-4-D-G-11-ScS3InCp2d60-ITS-1_S371_L001_R2_001.fastq.gz","03a9b30e183adf8692e9f94b16f4dcad","c0797dc44e32cc804072583c8fdfad42","0aea7242c341f3c78100be20eca46527","7dd92af9ab2437a62c84b3f60d87d34c","ScS3InCp2d60_16S_exp","ScS3InCp2d60_16S_run","ScS3InCp2d60_ITS_exp","ScS3InCp2d60_ITS_run","ERR11532054","ERX10936620","ERR11532395","ERX10936961","ERS15578075","SAMEA113583166","PRJEB63076"
"ScS3InCp3d0","ScS3In","Sc",3,"In","C",3,0,56.7487419,-3.4024496,47.580019,63.9,15,5.82,8.513711099,0.723929376,0.274636363636364,0.00260948111780818,0.0285143529132797,0.0164354391985975,"ResRisMcr-4-D-D-12-ScS3InCp3d0-ITS-1","ResRisMcr-4-D-D-12-ScS3InCp3d0-16S-1","ResRisMcr-4-D-D-12-ScS3InCp3d0-16S-1_S336_L001_R1_001.fastq.gz","ResRisMcr-4-D-D-12-ScS3InCp3d0-16S-1_S336_L001_R2_001.fastq.gz","ResRisMcr-4-D-D-12-ScS3InCp3d0-ITS-1_S336_L001_R1_001.fastq.gz","ResRisMcr-4-D-D-12-ScS3InCp3d0-ITS-1_S336_L001_R2_001.fastq.gz","2626ef4fcaeb2a6de985a0d9ee2241ef","1632b931e6601b4c7df8aa7a7218bc91","2a056065311ccb9f5f5699805f1e303e","9478ed7dd238c51320c6ee54f18ee28b","ScS3InCp3d0_16S_exp","ScS3InCp3d0_16S_run","ScS3InCp3d0_ITS_exp","ScS3InCp3d0_ITS_run","ERR11532055","ERX10936621","ERR11532396","ERX10936962","ERS15578076","SAMEA113583167","PRJEB63076"
"ScS3InCp3d60","ScS3In","Sc",3,"In","C",3,60,56.7487419,-3.4024496,47.580019,65.2,12.4,5.82,5.625534526,0.490160515,NA,0.00260117133491532,0.03495351847744,0.0157914975542047,"ResRisMcr-1-A-D-06-ScS3InCp3d60-ITS-1","ResRisMcr-1-A-D-06-ScS3InCp3d60-16S-1","ResRisMcr-1-A-D-06-ScS3InCp3d60-16S-1_S42_L001_R1_001.fastq.gz","ResRisMcr-1-A-D-06-ScS3InCp3d60-16S-1_S42_L001_R2_001.fastq.gz","ResRisMcr-1-A-D-06-ScS3InCp3d60-ITS-1_S42_L001_R1_001.fastq.gz","ResRisMcr-1-A-D-06-ScS3InCp3d60-ITS-1_S42_L001_R2_001.fastq.gz","61b35a463a9accdb5ed477ddf3eb8d36","7c1e3d613d1927dfec6a27e574bcbaf3","52c1fe0b141ee4651fa070a78d68731a","06089edbb517e2df76fd97c1cd0461b6","ScS3InCp3d60_16S_exp","ScS3InCp3d60_16S_run","ScS3InCp3d60_ITS_exp","ScS3InCp3d60_ITS_run","ERR11532056","ERX10936622","ERR11532397","ERX10936963","ERS15578077","SAMEA113583168","PRJEB63076"
"ScS3InDp1d0","ScS3In","Sc",3,"In","D",1,0,56.7486884,-3.4023509,47.580019,27.8,15.4,5.57,6.228809006,0.535406101,0.216636363636364,0.00225134909685997,0.0339591891458212,0.0284855537606064,"ResRisMcr-2-B-E-08-ScS3InDp1d0-ITS-1","ResRisMcr-2-B-E-08-ScS3InDp1d0-16S-1","ResRisMcr-2-B-E-08-ScS3InDp1d0-16S-1_S152_L001_R1_001.fastq.gz","ResRisMcr-2-B-E-08-ScS3InDp1d0-16S-1_S152_L001_R2_001.fastq.gz","ResRisMcr-2-B-E-08-ScS3InDp1d0-ITS-1_S152_L001_R1_001.fastq.gz","ResRisMcr-2-B-E-08-ScS3InDp1d0-ITS-1_S152_L001_R2_001.fastq.gz","066600c5f199a2a8949e7055c300b9f2","8ebb314127f088181ddc83e84a258560","d93268fa2622dfc932a69fbcd3b63dba","389244fdeb79501af34136c23b3a9ca0","ScS3InDp1d0_16S_exp","ScS3InDp1d0_16S_run","ScS3InDp1d0_ITS_exp","ScS3InDp1d0_ITS_run","ERR11532057","ERX10936623","ERR11532398","ERX10936964","ERS15578078","SAMEA113583169","PRJEB63076"
"ScS3InDp1d60","ScS3In","Sc",3,"In","D",1,60,56.7486884,-3.4023509,47.580019,59.1,12.5,5.57,6.424873212,0.52786517,NA,0.00256395262824309,0.0657781242588045,0.0267015025000862,"ResRisMcr-2-B-C-10-ScS3InDp1d60-ITS-1","ResRisMcr-2-B-C-10-ScS3InDp1d60-16S-1","ResRisMcr-2-B-C-10-ScS3InDp1d60-16S-1_S130_L001_R1_001.fastq.gz","ResRisMcr-2-B-C-10-ScS3InDp1d60-16S-1_S130_L001_R2_001.fastq.gz","ResRisMcr-2-B-C-10-ScS3InDp1d60-ITS-1_S130_L001_R1_001.fastq.gz","ResRisMcr-2-B-C-10-ScS3InDp1d60-ITS-1_S130_L001_R2_001.fastq.gz","e20c138d7d5f1f9678417b72b5413376","223fcc09f161deeff6ac0af9787012cd","4b68f4f3afeff30ecb06164363f60ad6","fe1c2159a8d8824b8d45e8a710734eac","ScS3InDp1d60_16S_exp","ScS3InDp1d60_16S_run","ScS3InDp1d60_ITS_exp","ScS3InDp1d60_ITS_run","ERR11532058","ERX10936624","ERR11532399","ERX10936965","ERS15578079","SAMEA113583170","PRJEB63076"
"ScS3InDp2d0","ScS3In","Sc",3,"In","D",2,0,56.7487285,-3.4024249,47.580019,37.5,15.2,5.74,3.740301776,0.256391654,0.227090909090909,0.00176432458640497,0.104527607410881,0.0294539578050548,"ResRisMcr-1-A-C-10-ScS3InDp2d0-ITS-1","ResRisMcr-1-A-C-10-ScS3InDp2d0-16S-1","ResRisMcr-1-A-C-10-ScS3InDp2d0-16S-1_S34_L001_R1_001.fastq.gz","ResRisMcr-1-A-C-10-ScS3InDp2d0-16S-1_S34_L001_R2_001.fastq.gz","ResRisMcr-1-A-C-10-ScS3InDp2d0-ITS-1_S34_L001_R1_001.fastq.gz","ResRisMcr-1-A-C-10-ScS3InDp2d0-ITS-1_S34_L001_R2_001.fastq.gz","8490a252d6f8b2c29e234742f25f67f9","a7f275ee8f4b1960b84b58a7179d9512","536604544aea8a80b234dd86c998afc1","1371d927c39353f5bce61233f7de8c8b","ScS3InDp2d0_16S_exp","ScS3InDp2d0_16S_run","ScS3InDp2d0_ITS_exp","ScS3InDp2d0_ITS_run","ERR11532059","ERX10936625","ERR11532400","ERX10936966","ERS15578080","SAMEA113583171","PRJEB63076"
"ScS3InDp2d60","ScS3In","Sc",3,"In","D",2,60,56.7487285,-3.4024249,47.580019,62.7,12.5,5.74,4.290789739,0.369505619,NA,0.00186351175905773,0.0453511432662544,0.0221520023198147,"ResRisMcr-2-B-G-10-ScS3InDp2d60-ITS-1","ResRisMcr-2-B-G-10-ScS3InDp2d60-16S-1","ResRisMcr-2-B-G-10-ScS3InDp2d60-16S-1_S178_L001_R1_001.fastq.gz","ResRisMcr-2-B-G-10-ScS3InDp2d60-16S-1_S178_L001_R2_001.fastq.gz","ResRisMcr-2-B-G-10-ScS3InDp2d60-ITS-1_S178_L001_R1_001.fastq.gz","ResRisMcr-2-B-G-10-ScS3InDp2d60-ITS-1_S178_L001_R2_001.fastq.gz","58f2675cae7e2f27e7d99d54b4f7f8c7","28e430a5882fcb42c622c31047873199","21c7e19923f64836550afb775620aa3c","951fbea60b2e5ae27f0a31aff8eec69a","ScS3InDp2d60_16S_exp","ScS3InDp2d60_16S_run","ScS3InDp2d60_ITS_exp","ScS3InDp2d60_ITS_run","ERR11532060","ERX10936626","ERR11532401","ERX10936967","ERS15578081","SAMEA113583172","PRJEB63076"
"ScS3InDp3d0","ScS3In","Sc",3,"In","D",3,0,56.7487553,-3.4024743,47.580019,57.1,14.8,5.64,10.323534539,0.859666134,0.228272727272727,0.00189185358580281,0.0253734260500074,0.0198264995241586,"ResRisMcr-1-A-B-08-ScS3InDp3d0-ITS-1","ResRisMcr-1-A-B-08-ScS3InDp3d0-16S-1","ResRisMcr-1-A-B-08-ScS3InDp3d0-16S-1_S20_L001_R1_001.fastq.gz","ResRisMcr-1-A-B-08-ScS3InDp3d0-16S-1_S20_L001_R2_001.fastq.gz","ResRisMcr-1-A-B-08-ScS3InDp3d0-ITS-1_S20_L001_R1_001.fastq.gz","ResRisMcr-1-A-B-08-ScS3InDp3d0-ITS-1_S20_L001_R2_001.fastq.gz","0465219f8b941e7fc7e0cbbf4f1959ea","e169a940d80cef1b9f972ad379a6a5b6","eb8b7bd420ceeaae456840a0613e013c","4f6f97a7ec5c5c1f3a12700834851cc3","ScS3InDp3d0_16S_exp","ScS3InDp3d0_16S_run","ScS3InDp3d0_ITS_exp","ScS3InDp3d0_ITS_run","ERR11532061","ERX10936627","ERR11532402","ERX10936968","ERS15578082","SAMEA113583173","PRJEB63076"
"ScS3InDp3d60","ScS3In","Sc",3,"In","D",3,60,56.7487553,-3.4024743,47.580019,66.5,12.7,5.64,3.981611568,0.339341895,NA,0.00223171158896586,0.0266354561046746,0.00697375680702476,"ResRisMcr-1-A-G-09-ScS3InDp3d60-ITS-1","ResRisMcr-1-A-G-09-ScS3InDp3d60-16S-1","ResRisMcr-1-A-G-09-ScS3InDp3d60-16S-1_S81_L001_R1_001.fastq.gz","ResRisMcr-1-A-G-09-ScS3InDp3d60-16S-1_S81_L001_R2_001.fastq.gz","ResRisMcr-1-A-G-09-ScS3InDp3d60-ITS-1_S81_L001_R1_001.fastq.gz","ResRisMcr-1-A-G-09-ScS3InDp3d60-ITS-1_S81_L001_R2_001.fastq.gz","f0855aa8e69c5369afdd908dede5786d","1a632e646b6a152052cb56061cc3e41f","7edb8ed462338d19fa3d4e1ce6dd1615","1e32897cfa3cd8e27c433c49ddc80f35","ScS3InDp3d60_16S_exp","ScS3InDp3d60_16S_run","ScS3InDp3d60_ITS_exp","ScS3InDp3d60_ITS_run","ERR11532062","ERX10936628","ERR11532403","ERX10936969","ERS15578083","SAMEA113583174","PRJEB63076"
"ScS4ExCp1d0","ScS4Ex","Sc",4,"Ex","C",1,0,56.9002363,-2.5353888,47.693646,39.6,20.9,4.52,8.554441984,0.69869377,0.128727272727273,0.00189099523691174,0.0367713372213669,0.0314093663200793,"ResRisMcr-3-C-B-05-ScS4ExCp1d0-ITS-1","ResRisMcr-3-C-B-05-ScS4ExCp1d0-16S-1","ResRisMcr-3-C-B-05-ScS4ExCp1d0-16S-1_S209_L001_R1_001.fastq.gz","ResRisMcr-3-C-B-05-ScS4ExCp1d0-16S-1_S209_L001_R2_001.fastq.gz","ResRisMcr-3-C-B-05-ScS4ExCp1d0-ITS-1_S209_L001_R1_001.fastq.gz","ResRisMcr-3-C-B-05-ScS4ExCp1d0-ITS-1_S209_L001_R2_001.fastq.gz","d376c59825ca783b90855f1c473efefb","cacdbed0f81a1aee0c0e5e8a37128a7a","26a7547ed887bdd16cfcb55d5426cb4e","327807bce971c89cff9649a6751b2e18","ScS4ExCp1d0_16S_exp","ScS4ExCp1d0_16S_run","ScS4ExCp1d0_ITS_exp","ScS4ExCp1d0_ITS_run","ERR11532063","ERX10936629","ERR11532404","ERX10936970","ERS15578084","SAMEA113583175","PRJEB63076"
"ScS4ExCp1d60","ScS4Ex","Sc",4,"Ex","C",1,60,56.9002363,-2.5353888,47.693646,23.3,15.1,4.52,8.603046768,0.644013388,NA,0.00341916088263039,0.0365589317234827,0.0245347087005486,"ResRisMcr-4-D-H-04-ScS4ExCp1d60-ITS-1","ResRisMcr-4-D-H-04-ScS4ExCp1d60-16S-1","ResRisMcr-4-D-H-04-ScS4ExCp1d60-16S-1_S376_L001_R1_001.fastq.gz","ResRisMcr-4-D-H-04-ScS4ExCp1d60-16S-1_S376_L001_R2_001.fastq.gz","ResRisMcr-4-D-H-04-ScS4ExCp1d60-ITS-1_S376_L001_R1_001.fastq.gz","ResRisMcr-4-D-H-04-ScS4ExCp1d60-ITS-1_S376_L001_R2_001.fastq.gz","20c98a5950df893b514b39e0125008ea","cfd5143463353620596afca70abe709f","381c03b936643564b99e6e7927a9f47d","4043120eb3ce8417956460971ff61fb3","ScS4ExCp1d60_16S_exp","ScS4ExCp1d60_16S_run","ScS4ExCp1d60_ITS_exp","ScS4ExCp1d60_ITS_run","ERR11532064","ERX10936630","ERR11532405","ERX10936971","ERS15578085","SAMEA113583176","PRJEB63076"
"ScS4ExCp2d0","ScS4Ex","Sc",4,"Ex","C",2,0,56.9002926,-2.5352845,47.693646,48.1,19.6,4.48,6.020917618,0.479972242,0.130818181818182,0.00150178134604742,0.0576955153471624,0.0162016291107766,"ResRisMcr-1-A-C-04-ScS4ExCp2d0-ITS-1","ResRisMcr-1-A-C-04-ScS4ExCp2d0-16S-1","ResRisMcr-1-A-C-04-ScS4ExCp2d0-16S-1_S28_L001_R1_001.fastq.gz","ResRisMcr-1-A-C-04-ScS4ExCp2d0-16S-1_S28_L001_R2_001.fastq.gz","ResRisMcr-1-A-C-04-ScS4ExCp2d0-ITS-1_S28_L001_R1_001.fastq.gz","ResRisMcr-1-A-C-04-ScS4ExCp2d0-ITS-1_S28_L001_R2_001.fastq.gz","f53f1c6493083ba46d8d7ebff55dea7f","69484bb737e342b30744d85de5a14c6b","bb621805310c41fc9e158cc2671f102f","d7f5d36650203e0b0020b4c1495a6223","ScS4ExCp2d0_16S_exp","ScS4ExCp2d0_16S_run","ScS4ExCp2d0_ITS_exp","ScS4ExCp2d0_ITS_run","ERR11532065","ERX10936631","ERR11532406","ERX10936972","ERS15578086","SAMEA113583177","PRJEB63076"
"ScS4ExCp2d60","ScS4Ex","Sc",4,"Ex","C",2,60,56.9002926,-2.5352845,47.693646,29.7,14.6,4.48,6.616326222,0.552879418,NA,0.00262764831778106,0.0289492033394813,0.026310280895627,"ResRisMcr-3-C-H-01-ScS4ExCp2d60-ITS-1","ResRisMcr-3-C-H-01-ScS4ExCp2d60-16S-1","ResRisMcr-3-C-H-01-ScS4ExCp2d60-16S-1_S277_L001_R1_001.fastq.gz","ResRisMcr-3-C-H-01-ScS4ExCp2d60-16S-1_S277_L001_R2_001.fastq.gz","ResRisMcr-3-C-H-01-ScS4ExCp2d60-ITS-1_S277_L001_R1_001.fastq.gz","ResRisMcr-3-C-H-01-ScS4ExCp2d60-ITS-1_S277_L001_R2_001.fastq.gz","a52f9bacbc0d11e4ebb0687a090062ae","6a6007ecba5641d4fc67d4df5be197b8","6dc65ccc4d47885dd0d2a3ed3ea06b38","61712b26fd72de20bd66fcf65f870600","ScS4ExCp2d60_16S_exp","ScS4ExCp2d60_16S_run","ScS4ExCp2d60_ITS_exp","ScS4ExCp2d60_ITS_run","ERR11532066","ERX10936632","ERR11532407","ERX10936973","ERS15578087","SAMEA113583178","PRJEB63076"
