"sample","fieldID","region","site","management","treatment","plot","day","lat","lon","sand_pct","soil_moisture","soil_temp","pH","soil_tot_C","soil_tot_N","abv_plant_biomass","plant_avail_N","fb_ratio","microbial_biomass","ITS_ID","X16S_ID","X16Sf","X16Sr","ITSf","ITSr","md5_16Sf","md5_16Sr","md5_ITSf","md5_ITSr","exp_alias_16S","run_alias_16S","exp_alias_ITS","run_alias_ITS","run_acc_16S","exp_acc_16S","run_acc_ITS","exp_acc_ITS","samp_acc","ext_id_acc","proj_acc"
"DeS5ExCp2d60","DeS5Ex","De",5,"Ex","C",2,60,50.9509282,-4.2971085,18.322372,43.8,19.3,5.4,3.33909565,0.309625233,NA,0,0.0328110385110897,0.023946067184891,"ResRisMcr-1-A-B-11-DeS5ExCp2d60-ITS-1","ResRisMcr-1-A-B-11-DeS5ExCp2d60-16S-1","ResRisMcr-1-A-B-11-DeS5ExCp2d60-16S-1_S23_L001_R1_001.fastq.gz","ResRisMcr-1-A-B-11-DeS5ExCp2d60-16S-1_S23_L001_R2_001.fastq.gz","ResRisMcr-1-A-B-11-DeS5ExCp2d60-ITS-1_S23_L001_R1_001.fastq.gz","ResRisMcr-1-A-B-11-DeS5ExCp2d60-ITS-1_S23_L001_R2_001.fastq.gz","dac70dbe6ec6781a39c37f9105af5c4d","99062a9d7ae375e9537af6b4eb1a23c5","71138aa63a416aa005a0aae04c1d48ce","2b692e27097b0924195e939cbdd803a3","DeS5ExCp2d60_16S_exp","DeS5ExCp2d60_16S_run","DeS5ExCp2d60_ITS_exp","DeS5ExCp2d60_ITS_run","ERR11531971","ERX10936537","ERR11532312","ERX10936878","ERS15577992","SAMEA113583083","PRJEB63076"
"DeS5ExCp3d0","DeS5Ex","De",5,"Ex","C",3,0,50.9509033,-4.2970836,18.322372,58.1,22.2,5.32,3.235887239,0.291411984,0.108363636363636,0.00101467641930995,0.0763238878141423,0.0306335812943544,"ResRisMcr-2-B-E-05-DeS5ExCp3d0-ITS-1","ResRisMcr-2-B-E-05-DeS5ExCp3d0-16S-1","ResRisMcr-2-B-E-05-DeS5ExCp3d0-16S-1_S149_L001_R1_001.fastq.gz","ResRisMcr-2-B-E-05-DeS5ExCp3d0-16S-1_S149_L001_R2_001.fastq.gz","ResRisMcr-2-B-E-05-DeS5ExCp3d0-ITS-1_S149_L001_R1_001.fastq.gz","ResRisMcr-2-B-E-05-DeS5ExCp3d0-ITS-1_S149_L001_R2_001.fastq.gz","c2ed94595a1ed4503bf5add5ffb5b214","4d9ab36b2b6ed157937c9110de42a52e","019ce18deed42819e5348014c46bb2c1","3a600dded4624bf55b085f2d8565406d","DeS5ExCp3d0_16S_exp","DeS5ExCp3d0_16S_run","DeS5ExCp3d0_ITS_exp","DeS5ExCp3d0_ITS_run","ERR11531972","ERX10936538","ERR11532313","ERX10936879","ERS15577993","SAMEA113583084","PRJEB63076"
"DeS5ExCp3d60","DeS5Ex","De",5,"Ex","C",3,60,50.9509033,-4.2970836,18.322372,43.2,19.4,5.32,3.569796804,0.327838482,NA,0,0.0539996674663454,0.0314383365038759,"ResRisMcr-1-A-A-10-DeS5ExCp3d60-ITS-1","ResRisMcr-1-A-A-10-DeS5ExCp3d60-16S-1","ResRisMcr-1-A-A-10-DeS5ExCp3d60-16S-1_S10_L001_R1_001.fastq.gz","ResRisMcr-1-A-A-10-DeS5ExCp3d60-16S-1_S10_L001_R2_001.fastq.gz","ResRisMcr-1-A-A-10-DeS5ExCp3d60-ITS-1_S10_L001_R1_001.fastq.gz","ResRisMcr-1-A-A-10-DeS5ExCp3d60-ITS-1_S10_L001_R2_001.fastq.gz","99d859ab52c648a7118d4b552b23a414","8493d5deb049e941ab53ae06fd44a089","bd75ac5327bc9059fbe111031accd998","a18510f958749c6e287804cedb75d4fa","DeS5ExCp3d60_16S_exp","DeS5ExCp3d60_16S_run","DeS5ExCp3d60_ITS_exp","DeS5ExCp3d60_ITS_run","ERR11531973","ERX10936539","ERR11532314","ERX10936880","ERS15577994","SAMEA113583085","PRJEB63076"
"DeS5ExDp1d0","DeS5Ex","De",5,"Ex","D",1,0,50.9509551,-4.2971017,18.322372,32.2,22.8,4.83,3.673005215,0.321767399,0.185636363636364,0.000217079473389452,0.0823155410299521,0.0318195065171952,"ResRisMcr-2-B-C-05-DeS5ExDp1d0-ITS-1","ResRisMcr-2-B-C-05-DeS5ExDp1d0-16S-1","ResRisMcr-2-B-C-05-DeS5ExDp1d0-16S-1_S125_L001_R1_001.fastq.gz","ResRisMcr-2-B-C-05-DeS5ExDp1d0-16S-1_S125_L001_R2_001.fastq.gz","ResRisMcr-2-B-C-05-DeS5ExDp1d0-ITS-1_S125_L001_R1_001.fastq.gz","ResRisMcr-2-B-C-05-DeS5ExDp1d0-ITS-1_S125_L001_R2_001.fastq.gz","9bdfffeb5eedb84506f1acbe850c76c8","cd312afb6dad4bbf2cca95834795421d","7cb28e5dc2c97e97654560b1ce2394bc","aed8518507f41eedebcd4d990bfbcb3c","DeS5ExDp1d0_16S_exp","DeS5ExDp1d0_16S_run","DeS5ExDp1d0_ITS_exp","DeS5ExDp1d0_ITS_run","ERR11531974","ERX10936540","ERR11532315","ERX10936881","ERS15577995","SAMEA113583086","PRJEB63076"
"DeS5ExDp1d60","DeS5Ex","De",5,"Ex","D",1,60,50.9509551,-4.2971017,18.322372,32,18.8,4.83,3.193389658,0.315696316,NA,0,0.0377007935880605,0.0282442335597294,"ResRisMcr-1-A-A-11-DeS5ExDp1d60-ITS-1","ResRisMcr-1-A-A-11-DeS5ExDp1d60-16S-1","ResRisMcr-1-A-A-11-DeS5ExDp1d60-16S-1_S11_L001_R1_001.fastq.gz","ResRisMcr-1-A-A-11-DeS5ExDp1d60-16S-1_S11_L001_R2_001.fastq.gz","ResRisMcr-1-A-A-11-DeS5ExDp1d60-ITS-1_S11_L001_R1_001.fastq.gz","ResRisMcr-1-A-A-11-DeS5ExDp1d60-ITS-1_S11_L001_R2_001.fastq.gz","6d1e128dd1a54bd703b6be075bfadff7","e64ec09cf5717f7dacfc737e9cf1cfc5","ae809f643b39eab2217a70ec077eb1f6","bfe0a13090a53e0d4954ed1acf8f9cd3","DeS5ExDp1d60_16S_exp","DeS5ExDp1d60_16S_run","DeS5ExDp1d60_ITS_exp","DeS5ExDp1d60_ITS_run","ERR11531975","ERX10936541","ERR11532316","ERX10936882","ERS15577996","SAMEA113583087","PRJEB63076"
"DeS5ExDp2d0","DeS5Ex","De",5,"Ex","D",2,0,50.950939,-4.2971263,18.322372,30.8,24.6,5.04,3.745858211,0.309625233,0.155727272727273,0.000441362262751895,0.0817439604898873,0.0325867330604984,"ResRisMcr-4-D-D-04-DeS5ExDp2d0-ITS-1","ResRisMcr-4-D-D-04-DeS5ExDp2d0-16S-1","ResRisMcr-4-D-D-04-DeS5ExDp2d0-16S-1_S328_L001_R1_001.fastq.gz","ResRisMcr-4-D-D-04-DeS5ExDp2d0-16S-1_S328_L001_R2_001.fastq.gz","ResRisMcr-4-D-D-04-DeS5ExDp2d0-ITS-1_S328_L001_R1_001.fastq.gz","ResRisMcr-4-D-D-04-DeS5ExDp2d0-ITS-1_S328_L001_R2_001.fastq.gz","31854ca8f1da7497985392767d8cb25d","ef9b1e9168ef1875fb53f04e1f82af34","3f4244df04a01fa310fad9c5fed0eab9","a7e9e95110f41c1d3803ae1570b2bb69","DeS5ExDp2d0_16S_exp","DeS5ExDp2d0_16S_run","DeS5ExDp2d0_ITS_exp","DeS5ExDp2d0_ITS_run","ERR11531976","ERX10936542","ERR11532317","ERX10936883","ERS15577997","SAMEA113583088","PRJEB63076"
"DeS5ExDp2d60","DeS5Ex","De",5,"Ex","D",2,60,50.950939,-4.2971263,18.322372,30.5,20,5.04,3.065896915,0.279269818,NA,0,0.0625229937325884,0.0392189875440078,"ResRisMcr-2-B-F-05-DeS5ExDp2d60-ITS-1","ResRisMcr-2-B-F-05-DeS5ExDp2d60-16S-1","ResRisMcr-2-B-F-05-DeS5ExDp2d60-16S-1_S161_L001_R1_001.fastq.gz","ResRisMcr-2-B-F-05-DeS5ExDp2d60-16S-1_S161_L001_R2_001.fastq.gz","ResRisMcr-2-B-F-05-DeS5ExDp2d60-ITS-1_S161_L001_R1_001.fastq.gz","ResRisMcr-2-B-F-05-DeS5ExDp2d60-ITS-1_S161_L001_R2_001.fastq.gz","83a22409ed3476d12a54d9136420ce79","b6100de9ccd4520d570638640d80106d","999bd641c9986ae6e2a4f9b00c166e22","b3c360b0d29eaeeb60472c71db75ab82","DeS5ExDp2d60_16S_exp","DeS5ExDp2d60_16S_run","DeS5ExDp2d60_ITS_exp","DeS5ExDp2d60_ITS_run","ERR11531977","ERX10936543","ERR11532318","ERX10936884","ERS15577998","SAMEA113583089","PRJEB63076"
"DeS5ExDp3d0","DeS5Ex","De",5,"Ex","D",3,0,50.9508909,-4.2970633,18.322372,27.2,24.6,5.35,3.411948646,0.309625233,0.0976363636363636,0.000662284987659718,0.0673695091517078,0.0323907212293587,"ResRisMcr-2-B-C-12-DeS5ExDp3d0-ITS-1","ResRisMcr-2-B-C-12-DeS5ExDp3d0-16S-1","ResRisMcr-2-B-C-12-DeS5ExDp3d0-16S-1_S132_L001_R1_001.fastq.gz","ResRisMcr-2-B-C-12-DeS5ExDp3d0-16S-1_S132_L001_R2_001.fastq.gz","ResRisMcr-2-B-C-12-DeS5ExDp3d0-ITS-1_S132_L001_R1_001.fastq.gz","ResRisMcr-2-B-C-12-DeS5ExDp3d0-ITS-1_S132_L001_R2_001.fastq.gz","a248cf70bea5883e30b63daf509388da","4f3c60a62bba03ee934e76d4a16f7c59","7fbb8d3a002fb781f0c52c9629d77ddd","996cf64d7c70b1770ec9fd2e5ed1389b","DeS5ExDp3d0_16S_exp","DeS5ExDp3d0_16S_run","DeS5ExDp3d0_ITS_exp","DeS5ExDp3d0_ITS_run","ERR11531978","ERX10936544","ERR11532319","ERX10936885","ERS15577999","SAMEA113583090","PRJEB63076"
"DeS5ExDp3d60","DeS5Ex","De",5,"Ex","D",3,60,50.9508909,-4.2970633,18.322372,38.9,19.6,5.35,3.436232978,0.321767399,NA,0,0.0279183865925628,0.0235740236811065,"ResRisMcr-1-A-B-07-DeS5ExDp3d60-ITS-1","ResRisMcr-1-A-B-07-DeS5ExDp3d60-16S-1","ResRisMcr-1-A-B-07-DeS5ExDp3d60-16S-1_S19_L001_R1_001.fastq.gz","ResRisMcr-1-A-B-07-DeS5ExDp3d60-16S-1_S19_L001_R2_001.fastq.gz","ResRisMcr-1-A-B-07-DeS5ExDp3d60-ITS-1_S19_L001_R1_001.fastq.gz","ResRisMcr-1-A-B-07-DeS5ExDp3d60-ITS-1_S19_L001_R2_001.fastq.gz","eed7fa794b3cc139098aa5ddb5067458","320463886dc4df103ef236f4b7074d0e","cc5138fe5ea1052ebe71245fdc1be037","c4e1fdee3924ab1701a98fd1ee74a21e","DeS5ExDp3d60_16S_exp","DeS5ExDp3d60_16S_run","DeS5ExDp3d60_ITS_exp","DeS5ExDp3d60_ITS_run","ERR11531979","ERX10936545","ERR11532320","ERX10936886","ERS15578000","SAMEA113583091","PRJEB63076"
"DeS5InCp1d0","DeS5In","De",5,"In","C",1,0,50.9521939,-4.2967998,23.013977,54.3,23.2,6.39,1.936507188,0.201195552,0.266636363636364,0.000474722660246791,0.109447821251295,0.0738557917221581,"ResRisMcr-3-C-B-07-DeS5InCp1d0-ITS-1","ResRisMcr-3-C-B-07-DeS5InCp1d0-16S-1","ResRisMcr-3-C-B-07-DeS5InCp1d0-16S-1_S211_L001_R1_001.fastq.gz","ResRisMcr-3-C-B-07-DeS5InCp1d0-16S-1_S211_L001_R2_001.fastq.gz","ResRisMcr-3-C-B-07-DeS5InCp1d0-ITS-1_S211_L001_R1_001.fastq.gz","ResRisMcr-3-C-B-07-DeS5InCp1d0-ITS-1_S211_L001_R2_001.fastq.gz","cd04f351e66eb98af3dd6212e44e44ad","e120e1b114d22faa917afba1158bf4ad","d56b4de87395e434dd0db882a311132a","55816c3ca9d22a6e2698541ae5d647b9","DeS5InCp1d0_16S_exp","DeS5InCp1d0_16S_run","DeS5InCp1d0_ITS_exp","DeS5InCp1d0_ITS_run","ERR11531980","ERX10936546","ERR11532321","ERX10936887","ERS15578001","SAMEA113583092","PRJEB63076"
"DeS5InCp1d60","DeS5In","De",5,"In","C",1,60,50.9521939,-4.2967998,23.013977,43.5,17.7,6.39,2.506561252,0.217961848,NA,0,0.0557798684882331,0.0130114078296534,"ResRisMcr-1-A-G-11-DeS5InCp1d60-ITS-1","ResRisMcr-1-A-G-11-DeS5InCp1d60-16S-1","ResRisMcr-1-A-G-11-DeS5InCp1d60-16S-1_S83_L001_R1_001.fastq.gz","ResRisMcr-1-A-G-11-DeS5InCp1d60-16S-1_S83_L001_R2_001.fastq.gz","ResRisMcr-1-A-G-11-DeS5InCp1d60-ITS-1_S83_L001_R1_001.fastq.gz","ResRisMcr-1-A-G-11-DeS5InCp1d60-ITS-1_S83_L001_R2_001.fastq.gz","754b9db3b96bf3fccb4da626bf7f8f74","f85508935a23da9341f0400b73267c7a","b4737473dcf5ee2c7bf616a4f7566a79","5eb0f0811edbc4b252e26f8f721fc78f","DeS5InCp1d60_16S_exp","DeS5InCp1d60_16S_run","DeS5InCp1d60_ITS_exp","DeS5InCp1d60_ITS_run","ERR11531981","ERX10936547","ERR11532322","ERX10936888","ERS15578002","SAMEA113583093","PRJEB63076"
"DeS5InCp2d0","DeS5In","De",5,"In","C",2,0,50.9521942,-4.2967713,23.013977,54.6,26,6.38,3.135297352,0.285027032,0.212727272727273,0.000947250700611149,0.0507189324286398,0.0269662117208215,"ResRisMcr-2-B-F-04-DeS5InCp2d0-ITS-1","ResRisMcr-2-B-F-04-DeS5InCp2d0-16S-1","ResRisMcr-2-B-F-04-DeS5InCp2d0-16S-1_S160_L001_R1_001.fastq.gz","ResRisMcr-2-B-F-04-DeS5InCp2d0-16S-1_S160_L001_R2_001.fastq.gz","ResRisMcr-2-B-F-04-DeS5InCp2d0-ITS-1_S160_L001_R1_001.fastq.gz","ResRisMcr-2-B-F-04-DeS5InCp2d0-ITS-1_S160_L001_R2_001.fastq.gz","10dbac94dae3f9d3846a0326bb46cc3f","cc964f2a55f94342157c2fb4f9a33f94","21fbf3685d480ed9aef06c65ad9df46a","f8218fcfa1f3911292bfe2015ddc5648","DeS5InCp2d0_16S_exp","DeS5InCp2d0_16S_run","DeS5InCp2d0_ITS_exp","DeS5InCp2d0_ITS_run","ERR11531982","ERX10936548","ERR11532323","ERX10936889","ERS15578003","SAMEA113583094","PRJEB63076"
"DeS5InCp2d60","DeS5In","De",5,"In","C",2,60,50.9521942,-4.2967713,23.013977,40.7,18.3,6.38,2.271833108,0.243111292,NA,0,0.0424734825326427,0.0177922865427091,"ResRisMcr-1-A-A-03-DeS5InCp2d60-ITS-1","ResRisMcr-1-A-A-03-DeS5InCp2d60-16S-1","ResRisMcr-1-A-A-03-DeS5InCp2d60-16S-1_S3_L001_R1_001.fastq.gz","ResRisMcr-1-A-A-03-DeS5InCp2d60-16S-1_S3_L001_R2_001.fastq.gz","ResRisMcr-1-A-A-03-DeS5InCp2d60-ITS-1_S3_L001_R1_001.fastq.gz","ResRisMcr-1-A-A-03-DeS5InCp2d60-ITS-1_S3_L001_R2_001.fastq.gz","0b744e3ad2d8008dd68cc00f4100b77e","216f69dd06d4a72ab5eef7283da6a86f","9e1c3518ed078099aaa9d623a462a554","237c5260509d073e61b545afe451fce9","DeS5InCp2d60_16S_exp","DeS5InCp2d60_16S_run","DeS5InCp2d60_ITS_exp","DeS5InCp2d60_ITS_run","ERR11531983","ERX10936549","ERR11532324","ERX10936890","ERS15578004","SAMEA113583095","PRJEB63076"
"DeS5InCp3d0","DeS5In","De",5,"In","C",3,0,50.9521947,-4.2967215,23.013977,60.9,24.1,5.94,3.747267156,0.352092216,0.189818181818182,0.00202405768986476,0.0891685061250958,0.0412340040404866,"ResRisMcr-4-D-B-09-DeS5InCp3d0-ITS-1","ResRisMcr-4-D-B-09-DeS5InCp3d0-16S-1","ResRisMcr-4-D-B-09-DeS5InCp3d0-16S-1_S309_L001_R1_001.fastq.gz","ResRisMcr-4-D-B-09-DeS5InCp3d0-16S-1_S309_L001_R2_001.fastq.gz","ResRisMcr-4-D-B-09-DeS5InCp3d0-ITS-1_S309_L001_R1_001.fastq.gz","ResRisMcr-4-D-B-09-DeS5InCp3d0-ITS-1_S309_L001_R2_001.fastq.gz","9fc1fbb4becfec12d2569b59ab21bfd8","6558944b27326aac11018aee2771fdbb","0af04f6ad500183426d866150bd58f04","300afa60b31b58abc35d1be2d7d4533c","DeS5InCp3d0_16S_exp","DeS5InCp3d0_16S_run","DeS5InCp3d0_ITS_exp","DeS5InCp3d0_ITS_run","ERR11531984","ERX10936550","ERR11532325","ERX10936891","ERS15578005","SAMEA113583096","PRJEB63076"
"DeS5InCp3d60","DeS5In","De",5,"In","C",3,60,50.9521947,-4.2967215,23.013977,53.2,18.1,5.94,3.873014376,0.368858512,NA,0,0.0446780659757786,0.0174439231466878,"ResRisMcr-3-C-G-01-DeS5InCp3d60-ITS-1","ResRisMcr-3-C-G-01-DeS5InCp3d60-16S-1","ResRisMcr-3-C-G-01-DeS5InCp3d60-16S-1_S265_L001_R1_001.fastq.gz","ResRisMcr-3-C-G-01-DeS5InCp3d60-16S-1_S265_L001_R2_001.fastq.gz","ResRisMcr-3-C-G-01-DeS5InCp3d60-ITS-1_S265_L001_R1_001.fastq.gz","ResRisMcr-3-C-G-01-DeS5InCp3d60-ITS-1_S265_L001_R2_001.fastq.gz","8786d71e2cd87a1b35855deaaab2b878","3aec0497766ace71fa72f83d37dc7571","9e0d6afc6202b8600acc64fba49db5d0","a8d8f08c0c62fae640ccdf78315add8e","DeS5InCp3d60_16S_exp","DeS5InCp3d60_16S_run","DeS5InCp3d60_ITS_exp","DeS5InCp3d60_ITS_run","ERR11531985","ERX10936551","ERR11532326","ERX10936892","ERS15578006","SAMEA113583097","PRJEB63076"
"DeS5InDp1d0","DeS5In","De",5,"In","D",1,0,50.9521936,-4.2968211,23.013977,30.5,23.2,6.32,3.378408644,0.326942772,0.407545454545455,0.0016615715995666,0.046626009218055,0.022784593444944,"ResRisMcr-3-C-E-08-DeS5InDp1d0-ITS-1","ResRisMcr-3-C-E-08-DeS5InDp1d0-16S-1","ResRisMcr-3-C-E-08-DeS5InDp1d0-16S-1_S248_L001_R1_001.fastq.gz","ResRisMcr-3-C-E-08-DeS5InDp1d0-16S-1_S248_L001_R2_001.fastq.gz","ResRisMcr-3-C-E-08-DeS5InDp1d0-ITS-1_S248_L001_R1_001.fastq.gz","ResRisMcr-3-C-E-08-DeS5InDp1d0-ITS-1_S248_L001_R2_001.fastq.gz","8af58f87648ceac721c9061370bb958b","37c60f73c5e546cc31f19b4e7609e080","df5b44e56fdab8efecf57edf04665292","6225c5bc400b6fb571c0b8a70cc837e6","DeS5InDp1d0_16S_exp","DeS5InDp1d0_16S_run","DeS5InDp1d0_ITS_exp","DeS5InDp1d0_ITS_run","ERR11531986","ERX10936552","ERR11532327","ERX10936893","ERS15578007","SAMEA113583098","PRJEB63076"
"DeS5InDp1d60","DeS5In","De",5,"In","D",1,60,50.9521936,-4.2968211,23.013977,48.1,17.5,6.32,3.1436805,0.310176476,NA,0,0.0267768056165595,0.00951498308238316,"ResRisMcr-3-C-D-08-DeS5InDp1d60-ITS-1","ResRisMcr-3-C-D-08-DeS5InDp1d60-16S-1","ResRisMcr-3-C-D-08-DeS5InDp1d60-16S-1_S236_L001_R1_001.fastq.gz","ResRisMcr-3-C-D-08-DeS5InDp1d60-16S-1_S236_L001_R2_001.fastq.gz","ResRisMcr-3-C-D-08-DeS5InDp1d60-ITS-1_S236_L001_R1_001.fastq.gz","ResRisMcr-3-C-D-08-DeS5InDp1d60-ITS-1_S236_L001_R2_001.fastq.gz","a4be7b50312b6d5af8d1ddbf155dd8f3","5ab77dab75a72b50400ad1138b12211d","f222c56c6db4552524293a81e8c4fcc3","2b58354448896d7417c08b99fe0ab959","DeS5InDp1d60_16S_exp","DeS5InDp1d60_16S_run","DeS5InDp1d60_ITS_exp","DeS5InDp1d60_ITS_run","ERR11531987","ERX10936553","ERR11532328","ERX10936894","ERS15578008","SAMEA113583099","PRJEB63076"
"DeS5InDp2d0","DeS5In","De",5,"In","D",2,0,50.9521944,-4.29675,23.013977,35.6,21.5,5.92,3.805949192,0.343709068,0.260363636363636,0.00122307817615819,0.060354399590324,0.0173633939310295,"ResRisMcr-3-C-C-12-DeS5InDp2d0-ITS-1","ResRisMcr-3-C-C-12-DeS5InDp2d0-16S-1","ResRisMcr-3-C-C-12-DeS5InDp2d0-16S-1_S228_L001_R1_001.fastq.gz","ResRisMcr-3-C-C-12-DeS5InDp2d0-16S-1_S228_L001_R2_001.fastq.gz","ResRisMcr-3-C-C-12-DeS5InDp2d0-ITS-1_S228_L001_R1_001.fastq.gz","ResRisMcr-3-C-C-12-DeS5InDp2d0-ITS-1_S228_L001_R2_001.fastq.gz","0cb99da4b8ff012fcdbc647e103bec5c","e2b75909b4765b4657fff905cb147342","b60d14995f8a862a7c4fa738de541e40","d89ed55e9439db49d87f2e54fd9b5725","DeS5InDp2d0_16S_exp","DeS5InDp2d0_16S_run","DeS5InDp2d0_ITS_exp","DeS5InDp2d0_ITS_run","ERR11531988","ERX10936554","ERR11532329","ERX10936895","ERS15578009","SAMEA113583100","PRJEB63076"
"DeS5InDp2d60","DeS5In","De",5,"In","D",2,60,50.9521944,-4.29675,23.013977,45.8,18.6,5.92,3.445473828,0.33532592,NA,0,0.036907477582819,0.0180876200523616,"ResRisMcr-1-A-D-01-DeS5InDp2d60-ITS-1","ResRisMcr-1-A-D-01-DeS5InDp2d60-16S-1","ResRisMcr-1-A-D-01-DeS5InDp2d60-16S-1_S37_L001_R1_001.fastq.gz","ResRisMcr-1-A-D-01-DeS5InDp2d60-16S-1_S37_L001_R2_001.fastq.gz","ResRisMcr-1-A-D-01-DeS5InDp2d60-ITS-1_S37_L001_R1_001.fastq.gz","ResRisMcr-1-A-D-01-DeS5InDp2d60-ITS-1_S37_L001_R2_001.fastq.gz","d8bbf495cc3902f97bd16146e26b9f01","36b80d30d202580781b499e1972929ee","5757fe0174b586df6d9bcd33eb8bee46","a87eefbca311c1d4ed06c8e0a581554c","DeS5InDp2d60_16S_exp","DeS5InDp2d60_16S_run","DeS5InDp2d60_ITS_exp","DeS5InDp2d60_ITS_run","ERR11531989","ERX10936555","ERR11532330","ERX10936896","ERS15578010","SAMEA113583101","PRJEB63076"
"DeS5InDp3d0","DeS5In","De",5,"In","D",3,0,50.952195,-4.2967001,23.013977,40.2,20.7,6.34,1.869442004,0.201195552,0.189181818181818,0.001773698803524,0.0439156734239484,0.0533838756625074,"ResRisMcr-2-B-E-01-DeS5InDp3d0-ITS-1","ResRisMcr-2-B-E-01-DeS5InDp3d0-16S-1","ResRisMcr-2-B-E-01-DeS5InDp3d0-16S-1_S145_L001_R1_001.fastq.gz","ResRisMcr-2-B-E-01-DeS5InDp3d0-16S-1_S145_L001_R2_001.fastq.gz","ResRisMcr-2-B-E-01-DeS5InDp3d0-ITS-1_S145_L001_R1_001.fastq.gz","ResRisMcr-2-B-E-01-DeS5InDp3d0-ITS-1_S145_L001_R2_001.fastq.gz","7385d5605d29208954b1417448eecdb5","772f36c11049294a96602de8f977db77","609c6994722767e934935bc530aa8b01","183fe7aac1f49987b625f500155b96d5","DeS5InDp3d0_16S_exp","DeS5InDp3d0_16S_run","DeS5InDp3d0_ITS_exp","DeS5InDp3d0_ITS_run","ERR11531990","ERX10936556","ERR11532331","ERX10936897","ERS15578011","SAMEA113583102","PRJEB63076"
"DeS5InDp3d60","DeS5In","De",5,"In","D",3,60,50.952195,-4.2967001,23.013977,44.2,18.4,6.34,2.380814032,0.285027032,NA,0,0.0433604715679605,0.0158920258211151,"ResRisMcr-4-D-F-09-DeS5InDp3d60-ITS-1","ResRisMcr-4-D-F-09-DeS5InDp3d60-16S-1","ResRisMcr-4-D-F-09-DeS5InDp3d60-16S-1_S357_L001_R1_001.fastq.gz","ResRisMcr-4-D-F-09-DeS5InDp3d60-16S-1_S357_L001_R2_001.fastq.gz","ResRisMcr-4-D-F-09-DeS5InDp3d60-ITS-1_S357_L001_R1_001.fastq.gz","ResRisMcr-4-D-F-09-DeS5InDp3d60-ITS-1_S357_L001_R2_001.fastq.gz","9d73b34e8cbd4b6deb8f95807f4008ad","3e6da8c19da5d1881813b98303212d4b","e54a66d4cc387db486b1d5aa5b78ca44","a31ba3245d49eba1cf7b33f2de46415e","DeS5InDp3d60_16S_exp","DeS5InDp3d60_16S_run","DeS5InDp3d60_ITS_exp","DeS5InDp3d60_ITS_run","ERR11531991","ERX10936557","ERR11532332","ERX10936898","ERS15578012","SAMEA113583103","PRJEB63076"
"ScS1ExCp1d0","ScS1Ex","Sc",1,"Ex","C",1,0,56.6989122,-3.4961681,54.557193,70.3,16.1,5.75,1.526995497,0.103776393,0.0659090909090909,0.000134374975105654,0.0832194209662463,0.0116818041117455,"ResRisMcr-1-A-A-12-ScS1ExCp1d0-ITS-1","ResRisMcr-1-A-A-12-ScS1ExCp1d0-16S-1","ResRisMcr-1-A-A-12-ScS1ExCp1d0-16S-1_S12_L001_R1_001.fastq.gz","ResRisMcr-1-A-A-12-ScS1ExCp1d0-16S-1_S12_L001_R2_001.fastq.gz","ResRisMcr-1-A-A-12-ScS1ExCp1d0-ITS-1_S12_L001_R1_001.fastq.gz","ResRisMcr-1-A-A-12-ScS1ExCp1d0-ITS-1_S12_L001_R2_001.fastq.gz","b251843280b986ab289e7fe01db5602a","0c5b3341a544407daaf83ca5b25a1294","e04ac0c88170946068d3ee4929c3742a","5149e270e5067a5b3e62da9e01896998","ScS1ExCp1d0_16S_exp","ScS1ExCp1d0_16S_run","ScS1ExCp1d0_ITS_exp","ScS1ExCp1d0_ITS_run","ERR11531992","ERX10936558","ERR11532333","ERX10936899","ERS15578013","SAMEA113583104","PRJEB63076"
"ScS1ExCp1d60","ScS1Ex","Sc",1,"Ex","C",1,60,56.6989122,-3.4961681,54.557193,69.7,11.9,5.75,2.050819195,0.153193723,NA,0.000141841202450295,0.091944889933391,0.00896130315919729,"ResRisMcr-3-C-H-02-ScS1ExCp1d60-ITS-1","ResRisMcr-3-C-H-02-ScS1ExCp1d60-16S-1","ResRisMcr-3-C-H-02-ScS1ExCp1d60-16S-1_S278_L001_R1_001.fastq.gz","ResRisMcr-3-C-H-02-ScS1ExCp1d60-16S-1_S278_L001_R2_001.fastq.gz","ResRisMcr-3-C-H-02-ScS1ExCp1d60-ITS-1_S278_L001_R1_001.fastq.gz","ResRisMcr-3-C-H-02-ScS1ExCp1d60-ITS-1_S278_L001_R2_001.fastq.gz","cdd6e3be888644da3600e89060aef59b","0f1452f9609f5c489eebf5c22e1dc937","896c62fcb12ca145be0351c803e7b7a3","6cb80b7d9fc1bc77cbedf82202891cb5","ScS1ExCp1d60_16S_exp","ScS1ExCp1d60_16S_run","ScS1ExCp1d60_ITS_exp","ScS1ExCp1d60_ITS_run","ERR11531993","ERX10936559","ERR11532334","ERX10936900","ERS15578014","SAMEA113583105","PRJEB63076"
